Order |Material|Type|MRP|PrS|Plnt|Target qty|Unit|Bsc start |Basic fin.|System Status |Material description
22852271|30700091|LA |310| |3000| 30,000 |EA |23.07.2025|24.07.2025| |AGISPOR SHAMPOO 100ml
22852272|30700091|LA |310| |3000| 30,000 |EA |28.09.2025|29.09.2025| |AGISPOR SHAMPOO 100ml
22852273|30700091|LA |310| |3000| 30,000 |EA |02.12.2025|03.12.2025| |AGISPOR SHAMPOO 100ml
22852274|30700091|LA |310| |3000| 30,000 |EA |03.02.2026|04.02.2026| |AGISPOR SHAMPOO 100ml
1210720 |30700114|RX00|310| |3000| 25,870 |EA |02.02.2025|04.02.2025|CRTD MSPT PRC BCRQ SETC |AVILAC SYRUP 300ml
22852275|30700114|LA |310| |3000| 25,870 |EA |29.07.2025|31.07.2025| |AVILAC SYRUP 300ml
22852276|30700114|LA |310| |3000| 25,870 |EA |30.12.2025|01.01.2026| |AVILAC SYRUP 300ml
1210787 |30700117|RX00|310| |3000| 31,111 |EA |09.02.2025|12.02.2025|CRTD PRC BCRQ MACM SETC |AGISTEN V 0.2 G. VAGINAL TABLETS
1210786 |30700117|RX00|310| |3000| 31,111 |EA |09.02.2025|12.02.2025|CRTD PRC BCRQ MACM SETC |AGISTEN V 0.2 G. VAGINAL TABLETS
22858127|30700117|LA |310| |3000| 31,111 |EA |28.04.2025|04.05.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858126|30700117|LA |310| |3000| 31,111 |EA |28.04.2025|04.05.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858129|30700117|LA |310| |3000| 31,111 |EA |21.07.2025|24.07.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858128|30700117|LA |310| |3000| 31,111 |EA |21.07.2025|24.07.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858130|30700117|LA |310| |3000| 31,111 |EA |29.10.2025|03.11.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858131|30700117|LA |310| |3000| 31,111 |EA |29.10.2025|03.11.2025| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858132|30700117|LA |310| |3000| 31,111 |EA |27.01.2026|01.02.2026| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858133|30700117|LA |310| |3000| 31,111 |EA |27.01.2026|01.02.2026| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858134|30700117|LA |310| |3000| 31,111 |EA |29.04.2026|04.05.2026| |AGISTEN V 0.2 G. VAGINAL TABLETS
22858135|30700117|LA |310| |3000| 31,111 |EA |29.04.2026|04.05.2026| |AGISTEN V 0.2 G. VAGINAL TABLETS
22852277|30700118|LA |310| |3000| 33,333 |EA |02.03.2025|03.03.2025| |AGISTEN VAGINAL 0.5g 1 TABL
22852278|30700118|LA |310| |3000| 33,333 |EA |01.07.2025|02.07.2025| |AGISTEN VAGINAL 0.5g 1 TABL
22852279|30700118|LA |310| |3000| 33,333 |EA |02.12.2025|03.12.2025| |AGISTEN VAGINAL 0.5g 1 TABL
1210754 |30700133|RX00|310| |3000| 48,000 |EA |16.02.2025|18.02.2025|CRTD PRC BCRQ MACM SETC |COMAGIS CREAM 15g
22852307|30700133|LA |310| |3000| 48,000 |EA |27.03.2025|31.03.2025| |COMAGIS CREAM 15g
22852308|30700133|LA |310| |3000| 48,000 |EA |30.06.2025|02.07.2025| |COMAGIS CREAM 15g
22852309|30700133|LA |310| |3000| 48,000 |EA |25.09.2025|29.09.2025| |COMAGIS CREAM 15g
22852310|30700133|LA |310| |3000| 48,000 |EA |01.01.2026|05.01.2026| |COMAGIS CREAM 15g
1211222 |30700149|RX00|311| |3000| 32,500 |EA |02.03.2025|06.03.2025|CRTD MSPT PRC BCRQ SETC |RX CLOBETASOL PROPIONATE ,0.05% FOAM 50g
22852312|30700149|LA |311| |3000| 32,500 |EA |07.12.2025|11.12.2025| |RX CLOBETASOL PROPIONATE ,0.05% FOAM 50g
1211355 |30700150|RX00|311| |3000| 16,489 |EA |23.01.2025|27.01.2025|REL MSPT CRCR PRC BASC BCRQ ILAS PIGN*|RX CLOBETASOL PROPIONATE,0.05% FOAM 100g
22852313|30700150|LA |311| |3000| 16,489 |EA |09.12.2025|11.12.2025| |RX CLOBETASOL PROPIONATE,0.05% FOAM 100g
1210465 |30700167|RX00|311| |3000| 41,140 |EA |26.01.2025|28.01.2025|REL PRT PRC BASC BCRQ ILAS MACM SETC |RX HALOBETASOL PRPNT 0.05% OINT 15GM
22852314|30700167|LA |311| |3000| 41,140 |EA |25.06.2025|29.06.2025| |RX HALOBETASOL PRPNT 0.05% OINT 15GM
22852315|30700167|LA |311| |3000| 41,140 |EA |24.12.2025|28.12.2025| |RX HALOBETASOL PRPNT 0.05% OINT 15GM
22852316|30700167|LA |311| |3000| 41,140 |EA |25.05.2026|27.05.2026| |RX HALOBETASOL PRPNT 0.05% OINT 15GM
1210739 |30700168|RX00|311| |3000| 12,650 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852318|30700168|LA |311| |3000| 12,650 |EA |23.04.2025|24.04.2025| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852317|30700168|LA |311| |3000| 12,650 |EA |23.04.2025|24.04.2025| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852319|30700168|LA |311| |3000| 12,650 |EA |14.09.2025|15.09.2025| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852320|30700168|LA |311| |3000| 12,650 |EA |14.09.2025|15.09.2025| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852321|30700168|LA |311| |3000| 12,650 |EA |24.02.2026|25.02.2026| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852322|30700168|LA |311| |3000| 12,650 |EA |24.02.2026|25.02.2026| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852324|30700168|LA |311| |3000| 12,650 |EA |27.07.2026|28.07.2026| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
22852323|30700168|LA |311| |3000| 12,650 |EA |27.07.2026|28.07.2026| |RX HALOBETASOL PRPNT 0.05% OINT 50GM
1210740 |30700170|RX00|311| |3000| 45,800 |EA |09.02.2025|11.02.2025|CRTD MSPT PRC BCRQ SETC |RX HALOBETASOL PRPNT 0.05% CRM 15GM
22852325|30700170|LA |311| |3000| 45,800 |EA |27.07.2025|28.07.2025| |RX HALOBETASOL PRPNT 0.05% CRM 15GM
22852326|30700170|LA |311| |3000| 45,800 |EA |22.01.2026|25.01.2026| |RX HALOBETASOL PRPNT 0.05% CRM 15GM
22852327|30700170|LA |311| |3000| 45,800 |EA |25.06.2026|28.06.2026| |RX HALOBETASOL PRPNT 0.05% CRM 15GM
22852336|30700171|LA |311| |3000| 14,600 |EA |23.04.2025|24.04.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852335|30700171|LA |311| |3000| 14,600 |EA |23.04.2025|24.04.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852334|30700171|LA |311| |3000| 14,600 |EA |23.04.2025|24.04.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852337|30700171|LA |311| |3000| 14,600 |EA |21.08.2025|24.08.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852338|30700171|LA |311| |3000| 14,600 |EA |21.08.2025|24.08.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852339|30700171|LA |311| |3000| 14,600 |EA |21.08.2025|24.08.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852340|30700171|LA |311| |3000| 14,600 |EA |25.12.2025|28.12.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852341|30700171|LA |311| |3000| 14,600 |EA |25.12.2025|28.12.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852342|30700171|LA |311| |3000| 14,600 |EA |25.12.2025|28.12.2025| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852345|30700171|LA |311| |3000| 14,600 |EA |26.04.2026|27.04.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852344|30700171|LA |311| |3000| 14,600 |EA |26.04.2026|27.04.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852343|30700171|LA |311| |3000| 14,600 |EA |26.04.2026|27.04.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852348|30700171|LA |311| |3000| 14,600 |EA |26.08.2026|27.08.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852347|30700171|LA |311| |3000| 14,600 |EA |26.08.2026|27.08.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
22852346|30700171|LA |311| |3000| 14,600 |EA |26.08.2026|27.08.2026| |RX HALOBETASOL PRPNT 0.05% CRM 50GM
1210480 |30700178|RX00|311| |3000| 10,700 |EA |26.01.2025|28.01.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
1210479 |30700178|RX00|311| |3000| 10,700 |EA |26.01.2025|28.01.2025|REL PRT PRC BASC BCRQ ILAS MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210478 |30700178|RX00|311| |3000| 10,700 |EA |26.01.2025|28.01.2025|REL PRT PRC BASC BCRQ ILAS MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210477 |30700178|RX00|311| |3000| 10,700 |EA |26.01.2025|28.01.2025|REL PRT PRC BASC BCRQ ILAS MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210481 |30700178|RX00|311| |3000| 10,700 |EA |26.01.2025|28.01.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
1210780 |30700178|RX00|311| |3000| 10,700 |EA |09.02.2025|11.02.2025|CRTD PRC BCRQ MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210778 |30700178|RX00|311| |3000| 10,700 |EA |09.02.2025|11.02.2025|CRTD PRC BCRQ MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210482 |30700178|RX00|311| |3000| 10,700 |EA |09.02.2025|11.02.2025|CRTD PRC BCRQ MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1210483 |30700178|RX00|311| |3000| 10,700 |EA |09.02.2025|11.02.2025|CRTD PRC BCRQ MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1211192 |30700178|RX00|311| |3000| 10,700 |EA |16.02.2025|18.02.2025|CRTD PRC BCRQ MACM SETC |RX IMIQUIMOD 5% CRM 24'S
1211193 |30700178|RX00|311| |3000| 10,700 |EA |16.02.2025|18.02.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
1211194 |30700178|RX00|311| |3000| 10,700 |EA |16.02.2025|18.02.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
1211195 |30700178|RX00|311| |3000| 10,700 |EA |16.02.2025|18.02.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
1211196 |30700178|RX00|311| |3000| 58,000 |EA |16.02.2025|26.02.2025|CRTD MSPT PRC BCRQ SETC |RX IMIQUIMOD 5% CRM 24'S
22864510|30700178|LA |311| |3000| 58,000 |EA |17.11.2025|27.11.2025| |RX IMIQUIMOD 5% CRM 24'S
22852354|30700178|LA |311| |3000| 58,000 |EA |13.01.2026|25.01.2026| |RX IMIQUIMOD 5% CRM 24'S
22852355|30700178|LA |311| |3000| 58,000 |EA |17.03.2026|29.03.2026| |RX IMIQUIMOD 5% CRM 24'S
22852356|30700178|LA |311| |3000| 58,000 |EA |17.05.2026|27.05.2026| |RX IMIQUIMOD 5% CRM 24'S
22852357|30700178|LA |311| |3000| 58,000 |EA |16.07.2026|28.07.2026| |RX IMIQUIMOD 5% CRM 24'S
22852358|30700178|LA |311| |3000| 58,000 |EA |15.09.2026|27.09.2026| |RX IMIQUIMOD 5% CRM 24'S
1211367 |30700182|RX00|311| |3000| 46,584 |EA |23.01.2025|26.01.2025|REL PRT PRC BASC BCRQ ILAS MACM SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1211366 |30700182|RX00|311| |3000| 46,584 |EA |23.01.2025|26.01.2025|REL MSPT PRT PRC BASC BCRQ ILAS SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210821 |30700182|RX00|311| |3000| 46,584 |EA |26.01.2025|27.01.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1211368 |30700182|RX00|311| |3000| 46,584 |EA |26.01.2025|27.01.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210520 |30700182|RX00|311| |3000| 46,584 |EA |26.01.2025|27.01.2025|REL MSPT PRC BASC BCRQ ILAS SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210521 |30700182|RX00|311| |3000| 46,584 |EA |26.01.2025|27.01.2025|REL MSPT PRC BASC BCRQ ILAS SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210522 |30700182|RX00|311| |3000| 46,584 |EA |26.01.2025|27.01.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210828 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210827 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210826 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210825 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210824 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210823 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
1210822 |30700182|RX00|311| |3000| 46,584 |EA |09.02.2025|10.02.2025|CRTD MSPT PRC BCRQ SETC |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
22852437|30700182|LA |311| |3000| 46,584 |EA |24.02.2025|25.02.2025| |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
22852438|30700182|LA |311| |3000| 46,584 |EA |24.02.2025|25.02.2025| |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
22852439|30700182|LA |311| |3000| 46,584 |EA |24.02.2025|25.02.2025| |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
22864513|30700182|LA |311| |3000| 46,584 |EA |24.02.2025|25.02.2025| |RX KETOCONAZOLE 2% SHAMPOO LIQ 4 OZ
